area,bedrooms,bathrooms,stories,parking,age,city_tier,country,city,location,mainroad,furnishingstatus,price
2086,4,4,2,3,55,4,Pakistan,Multan,rural,yes,semi-furnished,57700
2068,1,1,1,1,13,4,Germany,Leipzig,urban,yes,furnished,415600
1980,5,4,3,3,10,4,Australia,Darwin,urban,no,semi-furnished,588000
2065,2,2,1,2,58,1,UK,London,urban,yes,furnished,700300
2109,5,4,3,1,59,4,India,Indore,suburban,yes,furnished,65000
887,3,2,3,2,7,2,Australia,Brisbane,urban,yes,unfurnished,591800
1286,3,3,3,3,21,4,Canada,Halifax,suburban,yes,furnished,376600
1131,3,2,1,2,23,3,France,Toulouse,urban,no,unfurnished,384800
2520,2,2,3,0,8,3,India,Jaipur,rural,no,unfurnished,119100
2875,3,3,2,0,55,3,Malaysia,Johor Bahru,urban,yes,furnished,195700
390,4,4,4,0,21,3,Japan,Kobe,urban,yes,unfurnished,410000
2817,1,1,2,2,48,4,Pakistan,Peshawar,urban,no,semi-furnished,58000
1856,1,1,2,0,4,2,China,Guangzhou,suburban,yes,unfurnished,446100
2458,3,3,2,3,23,3,Philippines,Cebu,prime,yes,semi-furnished,297700
2129,5,4,1,0,35,3,China,Xi'an,urban,yes,furnished,388900
2736,2,2,2,2,11,2,China,Suzhou,suburban,no,unfurnished,560700
1936,3,3,3,0,35,2,Colombia,Medellin,prime,yes,furnished,267300
914,5,4,4,3,25,3,Italy,Naples,urban,no,furnished,320900
1731,2,2,3,0,19,3,Greece,Thessaloniki,prime,yes,furnished,319000
2135,2,1,2,2,23,3,France,Marseille,urban,yes,unfurnished,451200
1660,5,4,1,2,18,2,Australia,Canberra,suburban,no,furnished,770400
2228,3,3,4,2,16,3,Canada,Calgary,suburban,no,furnished,564400
1757,1,1,4,1,2,3,South Korea,Daegu,prime,yes,furnished,730400
1413,2,1,2,3,32,3,China,Wuhan,urban,yes,unfurnished,290100
1094,5,4,3,2,39,2,Japan,Osaka,prime,yes,semi-furnished,692400
1545,5,4,4,0,56,3,Spain,Malaga,urban,yes,semi-furnished,290500
1933,5,4,2,1,15,3,China,Chengdu,urban,yes,semi-furnished,534300
526,3,3,3,2,26,3,Thailand,Chiang Mai,urban,yes,semi-furnished,127500
1293,4,3,4,1,28,3,Argentina,Cordoba,suburban,yes,unfurnished,162300
502,1,1,3,1,38,2,USA,Austin,prime,yes,furnished,458900
1399,4,4,3,0,30,1,UAE,Abu Dhabi,prime,yes,semi-furnished,672500
2578,3,2,4,0,27,1,Argentina,Buenos Aires,prime,yes,unfurnished,470600
1029,1,1,4,2,47,1,Switzerland,Zurich,suburban,yes,furnished,601100
2257,5,4,4,3,8,4,Mexico,Merida,prime,yes,unfurnished,285100
3652,3,3,3,0,37,1,Saudi Arabia,Riyadh,urban,yes,semi-furnished,593200
2745,5,4,1,0,11,1,Portugal,Lisbon,rural,yes,unfurnished,694000
1887,5,4,3,3,58,4,Italy,Palermo,urban,no,semi-furnished,285600
2358,3,3,2,1,40,3,Thailand,Nonthaburi,urban,yes,furnished,211900
910,1,1,1,1,37,1,USA,New York,suburban,yes,furnished,516700
777,1,1,4,2,52,1,UAE,Dubai,prime,yes,furnished,290400
1819,2,1,2,1,21,4,Pakistan,Sialkot,prime,yes,unfurnished,96800
2059,2,2,3,3,5,1,USA,New York,suburban,yes,unfurnished,910300
2511,2,2,3,0,52,2,Nigeria,Abuja,urban,yes,semi-furnished,189400
1430,5,4,3,2,55,3,Peru,Arequipa,prime,no,semi-furnished,154400
1926,4,3,4,0,30,4,Vietnam,Can Tho,prime,yes,semi-furnished,158200
1903,1,1,4,3,26,4,Italy,Genoa,urban,yes,unfurnished,349000
1715,4,3,4,1,11,3,China,Chengdu,rural,no,furnished,384200
1753,1,1,4,3,14,3,Spain,Seville,urban,yes,unfurnished,406100
1244,1,1,1,3,33,1,Mexico,Mexico City,urban,yes,furnished,245400
1982,4,4,2,2,10,4,Argentina,Mendoza,suburban,no,furnished,197700
1927,2,2,3,0,7,2,New Zealand,Queenstown,prime,no,unfurnished,767800
1514,3,3,4,1,16,1,USA,Washington DC,suburban,no,unfurnished,935800
2233,5,4,2,1,20,1,UAE,Abu Dhabi,prime,yes,semi-furnished,1038400
2468,2,1,4,0,14,2,China,Hangzhou,urban,yes,semi-furnished,657500
2240,1,1,3,1,1,2,UK,Manchester,suburban,yes,furnished,891300
1122,5,4,3,2,19,1,Germany,Munich,urban,yes,furnished,958800
1865,2,2,2,3,4,1,Japan,Tokyo,rural,yes,semi-furnished,823800
1208,4,4,3,0,45,3,Sweden,Uppsala,urban,no,semi-furnished,349900
1863,1,1,3,2,13,4,Bangladesh,Mymensingh,urban,no,furnished,99200
1210,1,1,2,2,1,2,China,Suzhou,urban,yes,furnished,584700
2630,4,4,3,0,37,3,Sri Lanka,Negombo,prime,yes,semi-furnished,166800
2309,5,4,3,1,23,2,South Korea,Suwon,prime,no,semi-furnished,1096200
2549,1,1,4,0,29,4,Morocco,Fes,urban,yes,unfurnished,132600
2484,5,4,1,3,37,2,Australia,Canberra,suburban,yes,furnished,767900
1624,2,2,3,2,25,2,Egypt,Giza,prime,no,semi-furnished,204800
1523,5,4,1,2,6,2,Australia,Perth,urban,no,semi-furnished,841100
2932,3,2,1,2,34,3,Mexico,Tijuana,prime,yes,furnished,358800
1693,4,4,4,3,33,3,Thailand,Chiang Mai,urban,yes,semi-furnished,220300
920,1,1,3,2,11,4,Kenya,Nakuru,urban,yes,unfurnished,93300
2455,1,1,1,1,44,2,Australia,Brisbane,suburban,yes,unfurnished,559500
1893,5,4,3,2,40,2,Norway,Bergen,urban,yes,semi-furnished,737700
2779,1,1,4,3,40,4,UK,Belfast,urban,yes,furnished,546100
1958,5,4,2,3,32,2,Turkey,Ankara,suburban,yes,furnished,296800
1787,1,1,3,2,38,3,Sri Lanka,Galle,suburban,yes,furnished,80200
2792,4,4,2,1,8,2,Thailand,Phuket,suburban,yes,unfurnished,409900
800,2,2,2,1,7,2,China,Nanjing,suburban,yes,unfurnished,319800
1420,3,2,4,1,33,1,Canada,Toronto,urban,no,semi-furnished,708300
1223,4,4,1,0,45,2,India,Kolkata,prime,yes,furnished,136700
373,1,1,1,3,6,1,USA,New York,rural,yes,unfurnished,466300
2368,2,1,1,3,37,1,Norway,Oslo,prime,no,unfurnished,1075100
1438,3,3,1,1,40,1,Germany,Munich,suburban,no,unfurnished,545800
2388,2,1,4,2,59,2,Japan,Kyoto,urban,no,unfurnished,564700
2053,2,1,3,3,13,3,Sweden,Malmo,urban,no,semi-furnished,638900
2195,1,1,1,1,47,4,Italy,Palermo,urban,no,unfurnished,232300
1504,4,3,2,2,2,1,Poland,Warsaw,suburban,yes,furnished,531000
1303,1,1,4,3,46,3,Indonesia,Surabaya,suburban,yes,semi-furnished,118400
1858,1,1,3,2,11,4,UK,Sheffield,suburban,no,unfurnished,420800
2397,2,1,3,2,27,1,Netherlands,Amsterdam,urban,no,semi-furnished,901900
1767,4,3,2,3,28,3,Japan,Sapporo,urban,no,semi-furnished,598600
1344,1,1,4,1,56,2,New Zealand,Wellington,suburban,yes,furnished,256800
1021,2,1,2,3,42,2,South Korea,Busan,prime,yes,furnished,479500
1933,1,1,4,0,29,3,Sri Lanka,Kandy,rural,yes,furnished,83500
1440,3,2,2,0,22,3,Sri Lanka,Galle,prime,yes,furnished,134600
1753,1,1,3,3,58,1,India,Bangalore,urban,yes,unfurnished,115700
1645,1,1,3,1,21,4,Sri Lanka,Jaffna,suburban,yes,unfurnished,64200
1511,2,2,3,2,50,2,Colombia,Medellin,suburban,yes,furnished,154900
1991,2,2,1,1,26,2,Turkey,Izmir,urban,yes,semi-furnished,278000
2160,1,1,4,1,11,3,Germany,Cologne,urban,yes,unfurnished,601200
3077,3,3,2,1,51,3,South Korea,Incheon,urban,yes,furnished,590500
2293,3,3,2,2,5,3,Netherlands,Eindhoven,suburban,yes,semi-furnished,672900
2836,3,3,3,1,48,2,India,Hyderabad,suburban,yes,unfurnished,126500
1268,3,3,4,0,47,1,Vietnam,Ho Chi Minh City,suburban,yes,semi-furnished,174000
759,5,4,3,0,55,4,UAE,Ras Al Khaimah,suburban,yes,semi-furnished,123800
1791,2,1,4,2,59,4,France,Nantes,prime,no,semi-furnished,309800
2358,2,2,2,2,47,4,Sri Lanka,Jaffna,prime,yes,semi-furnished,94800
2256,3,3,1,3,2,1,Germany,Frankfurt,urban,yes,furnished,1291100
2587,1,1,3,2,26,1,USA,Boston,prime,no,furnished,1341600
350,5,4,2,1,49,2,Australia,Canberra,rural,yes,semi-furnished,385400
2614,3,3,2,0,34,3,Germany,Cologne,urban,yes,furnished,517300
2018,4,4,3,0,30,3,Canada,Edmonton,rural,yes,furnished,449300
796,2,2,1,1,33,3,Bangladesh,Gazipur,prime,no,unfurnished,64400
2270,4,4,2,3,13,3,Sri Lanka,Kandy,suburban,yes,semi-furnished,152400
1910,5,4,2,2,59,2,China,Hangzhou,prime,yes,furnished,427400
2048,3,3,1,1,10,2,Nepal,Lalitpur,suburban,yes,semi-furnished,122000
2449,2,1,3,2,44,4,Bangladesh,Mymensingh,prime,no,semi-furnished,95400
2080,4,4,4,0,4,3,Argentina,Cordoba,prime,no,furnished,357500
843,5,4,4,0,32,1,Thailand,Bangkok,urban,yes,semi-furnished,295300
1707,4,4,4,1,59,4,Nepal,Biratnagar,suburban,no,furnished,48800
749,4,3,1,0,38,3,China,Chengdu,urban,yes,furnished,232400
2222,3,3,1,3,48,3,Morocco,Tangier,suburban,yes,furnished,123400
2709,1,1,2,1,57,3,Pakistan,Rawalpindi,suburban,yes,furnished,67700
993,4,4,3,2,35,1,India,Delhi,prime,yes,furnished,220800
1364,3,2,4,3,11,3,Japan,Fukuoka,urban,yes,furnished,732300
1226,2,1,2,2,41,4,Russia,Yekaterinburg,urban,yes,semi-furnished,133000
1505,3,2,2,0,56,3,Russia,Sochi,urban,yes,unfurnished,150900
2068,1,1,3,1,42,2,China,Suzhou,prime,no,furnished,469500
1512,3,2,4,3,21,4,Bangladesh,Mymensingh,urban,yes,unfurnished,80600
2224,3,3,3,1,11,3,Spain,Bilbao,urban,no,unfurnished,493100
2492,2,1,3,3,20,2,China,Nanjing,rural,yes,semi-furnished,443900
2516,4,3,4,2,44,3,Qatar,Al Rayyan,prime,no,unfurnished,496400
1073,3,2,4,2,13,4,Italy,Palermo,prime,yes,furnished,373600
2701,2,2,4,2,15,3,Colombia,Cartagena,urban,no,semi-furnished,217200
2753,4,3,4,3,21,1,Philippines,Manila,rural,yes,unfurnished,361100
2809,1,1,2,2,16,4,India,Nagpur,suburban,no,semi-furnished,98900
1697,3,2,1,1,30,3,France,Bordeaux,urban,yes,unfurnished,450900
1311,1,1,4,1,40,1,UAE,Abu Dhabi,suburban,no,semi-furnished,255600
1160,4,4,4,2,10,1,New Zealand,Auckland,prime,no,furnished,912600
1084,1,1,3,0,49,2,Indonesia,Bali,rural,no,semi-furnished,87900
1808,5,4,1,2,10,3,Thailand,Nonthaburi,urban,yes,unfurnished,239400
2351,1,1,4,1,43,1,South Korea,Seoul,urban,yes,furnished,704200
2649,3,3,3,0,17,4,Colombia,Barranquilla,prime,no,semi-furnished,242400
1484,4,4,3,1,35,3,Bangladesh,Cox's Bazar,urban,yes,unfurnished,82200
1775,3,2,2,3,0,3,Bangladesh,Sylhet,prime,yes,unfurnished,177100
1732,2,2,1,3,10,2,India,Kolkata,rural,yes,unfurnished,119800
1387,2,1,3,3,38,1,Qatar,Doha,urban,yes,furnished,504600
2278,5,4,2,3,8,2,Netherlands,The Hague,urban,no,unfurnished,1012100
2036,1,1,1,2,12,3,Indonesia,Bandung,urban,no,furnished,195400
1892,4,3,1,2,45,3,Greece,Thessaloniki,urban,yes,semi-furnished,282300
2033,2,2,1,0,52,4,Poland,Poznan,prime,no,unfurnished,179000
2200,1,1,2,3,48,1,Bangladesh,Dhaka,urban,yes,unfurnished,164300
2194,3,2,1,0,22,4,Australia,Hobart,urban,yes,unfurnished,480600
1255,1,1,1,3,34,1,Nepal,Kathmandu,suburban,yes,furnished,107500
2383,4,4,2,0,27,1,Switzerland,Zurich,rural,yes,unfurnished,1037700
1966,4,4,1,3,7,4,South Korea,Daejeon,rural,yes,unfurnished,429500
1517,2,2,1,0,55,1,Italy,Milan,rural,yes,unfurnished,295000
1952,4,3,2,2,46,3,Philippines,Cebu,urban,yes,unfurnished,155900
2024,4,3,1,3,1,2,USA,Austin,prime,no,semi-furnished,1504600
2503,4,3,1,2,0,3,Nigeria,Port Harcourt,urban,no,furnished,278400
1120,1,1,4,0,42,2,Bangladesh,Chittagong,suburban,no,semi-furnished,63500
2661,1,1,2,3,19,4,Brazil,Salvador,prime,yes,unfurnished,232300
1815,1,1,4,3,30,1,Canada,Toronto,suburban,yes,semi-furnished,668000
1471,5,4,2,2,27,3,Spain,Bilbao,prime,yes,semi-furnished,485700
1451,2,1,3,3,38,1,Pakistan,Islamabad,urban,yes,semi-furnished,123100
1149,3,2,1,1,49,1,USA,Seattle,rural,yes,semi-furnished,539700
668,3,2,3,2,58,3,South Africa,Pretoria,suburban,no,semi-furnished,89100
2240,5,4,2,3,14,2,Russia,Saint Petersburg,suburban,no,semi-furnished,398500
3088,1,1,2,2,7,2,Nigeria,Abuja,rural,yes,unfurnished,213500
749,4,3,2,1,17,2,Australia,Perth,urban,yes,semi-furnished,611200
1182,1,1,3,0,40,4,Qatar,Al Wakrah,suburban,yes,semi-furnished,161800
2289,5,4,3,2,17,1,Australia,Sydney,suburban,no,semi-furnished,1123100
1770,3,3,3,2,42,3,Bangladesh,Sylhet,suburban,yes,unfurnished,74600
2342,2,2,2,3,12,3,Canada,Calgary,urban,yes,semi-furnished,639200
1734,3,3,1,1,27,3,Thailand,Pattaya,prime,yes,furnished,231800
1423,4,3,4,2,6,4,Malaysia,Ipoh,urban,yes,unfurnished,221200
1653,3,3,3,0,10,2,Brazil,Brasilia,rural,yes,semi-furnished,258600
350,1,1,3,3,58,1,Nigeria,Lagos,suburban,yes,unfurnished,73400
1057,2,1,4,3,10,4,UAE,Ras Al Khaimah,urban,yes,unfurnished,221700
2416,5,4,1,1,25,3,Indonesia,Bandung,urban,yes,semi-furnished,236100
2575,2,1,2,1,25,1,UK,London,suburban,yes,semi-furnished,986700
2714,3,3,4,3,41,2,Germany,Berlin,rural,no,unfurnished,532200
2087,1,1,1,2,40,3,Greece,Thessaloniki,urban,yes,semi-furnished,214300
350,1,1,2,2,30,2,Netherlands,Rotterdam,urban,no,semi-furnished,278600
1387,2,1,4,0,32,3,Indonesia,Bandung,rural,yes,unfurnished,115300
2661,5,4,3,3,46,4,Poland,Lodz,urban,yes,unfurnished,239100
2855,3,3,2,0,6,2,Norway,Bergen,urban,yes,furnished,1158900
2686,2,1,2,1,12,2,USA,Miami,suburban,yes,semi-furnished,857300
1646,3,3,2,1,3,4,UK,Belfast,suburban,no,unfurnished,442700
951,5,4,2,2,18,1,Spain,Madrid,urban,no,semi-furnished,701200
1774,5,4,1,0,22,4,New Zealand,Hamilton,suburban,yes,unfurnished,375400
1810,2,1,3,0,7,1,Italy,Milan,urban,yes,unfurnished,788100
2818,5,4,1,2,6,2,Australia,Perth,prime,yes,semi-furnished,1722800
1948,5,4,3,1,28,3,UK,Leeds,urban,yes,unfurnished,652500
1811,1,1,3,0,8,4,Germany,Dresden,suburban,yes,semi-furnished,332900
1848,5,4,4,3,43,3,India,Jaipur,urban,yes,semi-furnished,119700
2060,2,2,4,2,40,2,UK,Edinburgh,urban,yes,furnished,661400
2207,4,4,4,2,34,1,Nepal,Kathmandu,urban,yes,semi-furnished,167100
1329,5,4,3,1,28,4,Bangladesh,Rangpur,urban,yes,furnished,76100
1113,3,3,1,0,52,1,Turkey,Istanbul,suburban,no,semi-furnished,168300
2691,2,2,4,1,38,3,UAE,Sharjah,suburban,yes,furnished,410500
733,5,4,4,3,53,4,UAE,Ajman,suburban,yes,furnished,184400
2865,3,3,1,3,20,3,USA,Dallas,suburban,no,semi-furnished,732200
558,4,4,2,3,31,2,Pakistan,Lahore,urban,yes,furnished,89900
1420,4,4,1,1,5,2,Canada,Ottawa,suburban,no,furnished,635500
2432,2,1,2,3,29,1,UK,London,urban,no,furnished,1205100
1800,3,3,2,0,3,3,China,Chengdu,suburban,yes,unfurnished,367200
944,2,2,4,2,22,1,Nepal,Kathmandu,urban,yes,furnished,125300
2077,1,1,1,1,1,1,Nigeria,Lagos,urban,no,semi-furnished,306900
1844,4,4,1,0,14,4,Vietnam,Can Tho,urban,yes,furnished,158500
1660,2,1,3,1,51,3,China,Chengdu,urban,yes,semi-furnished,222200
1394,3,2,3,2,43,1,Israel,Tel Aviv,urban,no,semi-furnished,646700
1778,1,1,4,2,57,1,Peru,Lima,urban,yes,semi-furnished,160600
1422,4,3,4,3,57,1,Qatar,Doha,suburban,yes,semi-furnished,418400
3382,1,1,1,2,8,2,UK,Edinburgh,suburban,yes,semi-furnished,1089000
1644,2,2,3,2,10,3,Colombia,Cali,urban,no,furnished,204400
1557,1,1,4,1,56,1,Singapore,Singapore,rural,no,unfurnished,496800
1448,5,4,4,3,48,4,Morocco,Fes,urban,yes,semi-furnished,97400
2955,4,4,3,1,15,2,USA,San Diego,suburban,yes,semi-furnished,1322300
735,4,3,2,0,18,2,India,Hyderabad,prime,no,furnished,149500
2034,3,2,1,3,38,3,Colombia,Cali,suburban,yes,furnished,144600
1644,5,4,2,2,32,2,Sweden,Gothenburg,urban,no,furnished,709400
875,1,1,3,0,22,2,Australia,Brisbane,suburban,yes,unfurnished,417200
1268,3,2,4,3,20,3,Spain,Malaga,rural,yes,furnished,334800
2006,1,1,2,2,37,2,Canada,Montreal,urban,yes,furnished,607600
1238,4,4,3,2,55,1,UK,Cambridge,urban,yes,unfurnished,659200
1969,5,4,3,3,50,1,Australia,Melbourne,urban,no,semi-furnished,831900
2924,4,3,2,2,44,1,Bangladesh,Dhaka,rural,no,unfurnished,125600
1911,1,1,3,3,51,2,Turkey,Ankara,rural,no,semi-furnished,142400
855,4,3,4,2,3,3,China,Chongqing,urban,no,semi-furnished,368700
1250,2,2,3,1,52,3,Nigeria,Port Harcourt,rural,yes,unfurnished,75900
1614,2,1,3,0,23,2,Nigeria,Abuja,suburban,no,unfurnished,137400
1571,3,2,3,0,15,3,France,Bordeaux,suburban,yes,furnished,562000
1899,3,3,4,0,51,2,USA,San Diego,urban,yes,unfurnished,594500
2003,1,1,3,1,46,3,Sri Lanka,Kandy,urban,yes,furnished,103800
2925,3,2,1,1,4,2,Germany,Hamburg,prime,yes,unfurnished,1401800
1798,1,1,1,0,20,2,Australia,Brisbane,suburban,yes,semi-furnished,451000
1051,4,3,2,1,40,3,China,Wuhan,urban,yes,furnished,267200
2550,1,1,4,2,10,1,China,Beijing,suburban,yes,semi-furnished,683900
2621,5,4,1,2,10,2,New Zealand,Queenstown,suburban,yes,semi-furnished,761300
1951,5,4,1,1,18,1,Pakistan,Karachi,suburban,no,semi-furnished,179100
1640,4,4,3,3,18,1,Spain,Barcelona,urban,no,semi-furnished,791200
2205,4,3,3,2,20,4,Vietnam,Can Tho,prime,no,semi-furnished,199800
1663,3,3,1,2,47,2,New Zealand,Queenstown,urban,no,furnished,351400
464,3,3,4,3,33,3,Spain,Bilbao,urban,no,furnished,236000
2166,3,3,1,3,26,1,Australia,Melbourne,urban,yes,unfurnished,1037900
2380,5,4,1,0,37,4,Philippines,Davao,prime,no,unfurnished,228500
2737,1,1,4,3,58,4,Portugal,Braga,urban,yes,furnished,237100
1325,3,3,2,1,23,1,Switzerland,Zurich,urban,yes,semi-furnished,1148700
1947,3,2,3,3,28,3,Germany,Cologne,rural,yes,furnished,415000
1961,2,2,1,1,49,1,Switzerland,Zurich,urban,no,unfurnished,978500
1855,3,3,1,2,12,2,Japan,Yokohama,prime,no,unfurnished,1075600
1875,3,2,1,3,3,4,USA,Cleveland,urban,yes,semi-furnished,719900
1824,1,1,2,1,36,1,UK,London,suburban,yes,furnished,718600
1938,3,2,3,1,52,2,Australia,Canberra,urban,no,unfurnished,478000
2281,1,1,2,1,37,3,Ireland,Galway,prime,yes,furnished,729300
2593,2,2,4,0,43,3,Sweden,Uppsala,suburban,no,semi-furnished,325800
1308,2,1,1,3,10,2,Japan,Osaka,suburban,yes,semi-furnished,620300
1688,4,3,2,3,21,4,Malaysia,Ipoh,rural,yes,semi-furnished,131100
1525,5,4,1,0,18,3,Australia,Adelaide,suburban,yes,semi-furnished,616200
1432,1,1,4,0,36,4,Bangladesh,Comilla,urban,yes,unfurnished,55400
750,2,2,3,3,15,2,Canada,Ottawa,suburban,yes,semi-furnished,434600
1816,1,1,3,2,25,3,Sweden,Malmo,urban,no,furnished,484100
2112,3,2,4,2,8,4,India,Indore,prime,yes,semi-furnished,144500
1699,2,1,4,1,6,1,Qatar,Doha,urban,no,semi-furnished,733200
1794,3,2,2,2,18,3,India,Ahmedabad,rural,yes,semi-furnished,100300
2072,1,1,4,1,57,3,Saudi Arabia,Khobar,suburban,yes,semi-furnished,151300
2717,5,4,2,0,5,2,China,Nanjing,prime,yes,semi-furnished,1083400
1527,5,4,3,3,21,1,UAE,Abu Dhabi,urban,yes,furnished,745100
1038,5,4,2,3,32,4,New Zealand,Hamilton,suburban,yes,semi-furnished,303800
1741,3,2,2,2,50,3,UK,Glasgow,suburban,yes,furnished,437900
3024,4,4,3,0,2,3,Japan,Sapporo,urban,yes,unfurnished,967300
1045,1,1,3,2,46,1,Germany,Munich,urban,yes,furnished,465100
2223,4,3,4,0,43,4,Mexico,Puebla,suburban,yes,semi-furnished,151900
2553,4,3,3,2,45,1,Russia,Moscow,rural,yes,semi-furnished,313000
350,4,4,2,0,36,1,Pakistan,Islamabad,urban,no,unfurnished,63700
2067,4,3,4,2,2,2,Canada,Ottawa,prime,yes,semi-furnished,1285200
2192,1,1,4,1,1,3,India,Ahmedabad,suburban,yes,unfurnished,145700
1626,3,3,3,1,50,1,France,Paris,urban,yes,semi-furnished,665600
1380,3,3,2,3,50,2,Australia,Perth,suburban,yes,unfurnished,420700
1416,3,2,4,0,28,4,India,Nagpur,urban,yes,furnished,84500
1586,3,2,3,3,22,3,Argentina,Cordoba,suburban,no,unfurnished,155300
1604,4,3,2,3,52,4,UK,Sheffield,urban,no,semi-furnished,372700
1481,3,2,2,3,49,1,Egypt,Cairo,prime,yes,semi-furnished,249500
1576,2,1,4,2,23,4,Egypt,Aswan,rural,yes,unfurnished,83400
2574,4,4,3,0,10,2,Mexico,Monterrey,prime,no,furnished,505000
1011,3,2,3,3,38,3,Nigeria,Port Harcourt,urban,yes,semi-furnished,115800
663,1,1,4,2,52,2,Canada,Ottawa,urban,yes,unfurnished,271400
2584,4,4,1,2,18,2,Australia,Brisbane,urban,yes,furnished,1054400
1675,3,3,2,1,9,1,Indonesia,Jakarta,rural,no,semi-furnished,250400
1548,5,4,3,3,43,2,Mexico,Guadalajara,urban,yes,semi-furnished,231200
1728,2,1,2,0,3,2,Switzerland,Basel,suburban,yes,semi-furnished,872600
1936,5,4,4,2,59,1,USA,Boston,urban,yes,unfurnished,777400
1459,3,2,2,2,23,3,Bangladesh,Narayanganj,suburban,yes,semi-furnished,90900
2129,5,4,3,3,19,1,Spain,Barcelona,rural,yes,semi-furnished,780500
1175,1,1,2,3,59,4,Spain,Zaragoza,rural,yes,unfurnished,103700
1604,1,1,3,3,19,3,UAE,Sharjah,rural,no,furnished,253200
360,2,1,1,2,11,4,Turkey,Adana,suburban,yes,unfurnished,96000
2562,5,4,4,1,44,2,Brazil,Brasilia,suburban,yes,semi-furnished,311900
1686,3,3,2,2,34,3,Japan,Kobe,suburban,yes,furnished,477300
2236,4,4,4,1,28,3,China,Tianjin,suburban,yes,semi-furnished,411900
2110,1,1,4,3,1,4,UAE,Ajman,urban,yes,furnished,332400
2157,2,2,1,1,16,3,USA,Phoenix,suburban,yes,furnished,674200
1795,2,1,1,3,41,4,Egypt,Aswan,suburban,yes,unfurnished,68600
2052,5,4,2,0,58,1,Spain,Madrid,suburban,yes,furnished,438100
1175,1,1,2,0,2,3,Poland,Gdansk,suburban,no,semi-furnished,194100
1039,5,4,4,0,3,2,Netherlands,The Hague,suburban,yes,semi-furnished,782900
1734,2,1,1,1,2,3,Japan,Kobe,urban,yes,unfurnished,681900
1358,4,4,1,0,52,2,Turkey,Ankara,rural,no,furnished,170400
2727,2,1,1,2,33,4,Poland,Lodz,urban,yes,unfurnished,228000
2044,1,1,4,0,3,1,Portugal,Lisbon,suburban,yes,semi-furnished,520800
1334,4,3,3,3,39,1,Brazil,Sao Paulo,urban,yes,semi-furnished,278200
1623,1,1,3,1,38,1,Mexico,Mexico City,urban,yes,unfurnished,267500
1886,1,1,4,3,8,1,UK,Cambridge,rural,yes,unfurnished,775300
1756,5,4,2,3,21,4,France,Nantes,urban,yes,semi-furnished,524500
1977,2,2,2,3,19,1,UK,Cambridge,suburban,no,semi-furnished,907400
1845,5,4,3,0,40,1,Brazil,Sao Paulo,urban,yes,furnished,354600
896,2,2,4,2,29,2,China,Suzhou,rural,yes,unfurnished,244800
402,2,2,4,2,39,4,Bangladesh,Mymensingh,prime,yes,furnished,44600
1557,3,2,1,0,35,1,Australia,Melbourne,rural,yes,unfurnished,556900
2164,2,1,2,3,17,4,Mexico,Puebla,rural,yes,semi-furnished,124700
1564,5,4,4,3,1,3,Peru,Arequipa,suburban,yes,semi-furnished,187500
2604,4,3,1,1,21,3,Egypt,Sharm El Sheikh,suburban,yes,unfurnished,171100
1770,4,3,2,3,28,3,Israel,Haifa,rural,yes,semi-furnished,450400
2682,1,1,4,1,44,4,South Africa,Port Elizabeth,urban,yes,furnished,185900
2549,2,2,4,3,48,4,South Korea,Daejeon,suburban,yes,unfurnished,267400
2483,3,3,3,2,0,1,France,Paris,suburban,yes,furnished,1479600
1018,3,3,4,0,55,4,Pakistan,Faisalabad,urban,yes,unfurnished,38500
1811,5,4,1,2,22,3,UK,Cardiff,suburban,no,semi-furnished,589500
2595,4,3,2,3,49,3,Spain,Valencia,urban,yes,semi-furnished,394100
1977,2,2,1,1,11,1,Israel,Tel Aviv,prime,yes,unfurnished,1212600
2160,3,2,4,2,52,3,Peru,Cusco,urban,yes,semi-furnished,148600
898,4,4,3,1,29,4,India,Nagpur,prime,yes,semi-furnished,93100
3047,3,3,4,3,39,2,China,Nanjing,rural,yes,furnished,395600
1286,3,2,3,3,12,3,Peru,Cusco,prime,yes,unfurnished,199200
504,4,4,3,2,54,4,Italy,Genoa,urban,no,semi-furnished,156500
1572,2,2,4,2,41,4,Malaysia,Kota Kinabalu,prime,no,unfurnished,130000
350,1,1,2,0,16,2,USA,Austin,urban,no,semi-furnished,276200
1095,3,2,4,3,47,1,China,Beijing,suburban,yes,furnished,414500
3463,2,1,4,2,11,3,Colombia,Cali,suburban,no,furnished,247900
1553,3,2,3,2,17,2,Canada,Montreal,urban,yes,semi-furnished,733600
872,5,4,2,1,11,2,Malaysia,Penang,prime,yes,semi-furnished,331500
1816,4,3,3,0,33,3,Nepal,Pokhara,urban,yes,unfurnished,88200
1216,4,3,4,0,45,4,Malaysia,Kuching,urban,no,semi-furnished,113700
2362,3,2,3,3,28,2,Canada,Montreal,urban,yes,furnished,853100
1222,5,4,4,1,39,1,Italy,Milan,urban,no,semi-furnished,563100
1976,5,4,3,3,14,1,Argentina,Buenos Aires,urban,yes,furnished,472100
1054,4,3,2,3,46,3,USA,Atlanta,urban,no,furnished,443500
3489,1,1,4,0,44,1,Thailand,Bangkok,urban,yes,semi-furnished,444400
2127,2,2,2,3,54,2,Philippines,Quezon City,suburban,yes,semi-furnished,158200
1705,5,4,1,0,17,1,Pakistan,Islamabad,urban,yes,unfurnished,189800
1610,1,1,4,2,15,2,Canada,Montreal,urban,no,furnished,741000
